step,value
5,5.0
57,52.0
89,32.0
120,31.0
144,24.0
192,48.0
237,45.0
262,25.0
284,22.0
311,27.0
343,32.0
388,45.0
410,22.0
450,40.0
498,48.0
538,40.0
576,38.0
618,42.0
650,32.0
698,48.0
758,60.0
798,40.0
838,40.0
878,40.0
918,40.0
958,40.0
1000,42.0
1039,39.0
1079,40.0
1139,60.0
1179,40.0
1219,40.0
1259,40.0
1299,40.0
1339,40.0
1379,40.0
1419,40.0
1459,40.0
1500,41.0
1543,43.0
1580,37.0
1620,40.0
1663,43.0
1701,38.0
1741,40.0
1781,40.0
1821,40.0
1861,40.0
1903,42.0
1962,59.0
2002,40.0
2044,42.0
2084,40.0
2143,59.0
2184,41.0
2223,39.0
2264,41.0
2310,46.0
2364,54.0
2404,40.0
2449,45.0
2505,56.0
2548,43.0
2586,38.0
2628,42.0
2632,4.0
2688,56.0
2703,15.0
2788,85.0
2834,46.0
2889,55.0
2930,41.0
2969,39.0
3013,44.0
3017,4.0
3070,53.0
3111,41.0
3173,62.0
3178,5.0
3232,54.0
3235,3.0
3238,3.0
3294,56.0
3352,58.0
3396,44.0
3435,39.0
3440,5.0
3496,56.0
3534,38.0
3576,42.0
3580,4.0
3639,59.0
3716,77.0
3719,3.0
3722,3.0
3776,54.0
3817,41.0
3898,81.0
3937,39.0
3977,40.0
4024,47.0
4078,54.0
4118,40.0
4164,46.0
4221,57.0
4262,41.0
4302,40.0
4341,39.0
4382,41.0
4424,42.0
4481,57.0
4522,41.0
4605,83.0
4661,56.0
4705,44.0
4784,79.0
4787,3.0
4844,57.0
4885,41.0
4923,38.0
4927,4.0
4983,56.0
5028,45.0
5084,56.0
5128,44.0
5210,82.0
5345,135.0
5350,5.0
5428,78.0
5431,3.0
5493,62.0
5548,55.0
5551,3.0
5614,63.0
5773,159.0
5830,57.0
5868,38.0
5909,41.0
5950,41.0
5955,5.0
6030,75.0
6034,4.0
6133,99.0
6136,3.0
6197,61.0
6255,58.0
6357,102.0
6415,58.0
6476,61.0
6537,61.0
6617,80.0
6738,121.0
6838,100.0
6939,101.0
7034,95.0
7080,46.0
7158,78.0
7160,2.0
7239,79.0
7618,379.0
7680,62.0
7797,117.0
7878,81.0
7942,64.0
8021,79.0
8162,141.0
8219,57.0
8263,44.0
8340,77.0
8403,63.0
8463,60.0
8506,43.0
8604,98.0
8606,2.0
8608,2.0
8707,99.0
8767,60.0
9088,321.0
9206,118.0
9250,44.0
9252,2.0
9371,119.0
9431,60.0
9532,101.0
9614,82.0
9673,59.0
9730,57.0
9773,43.0
9775,2.0
9834,59.0
9913,79.0
9975,62.0
9976,1.0
9978,2.0
10036,58.0
10096,60.0
10274,178.0
10357,83.0
10457,100.0
10596,139.0
10599,3.0
10655,56.0
10720,65.0
10920,200.0
11001,81.0
11003,2.0
11320,317.0
11462,142.0
11639,177.0
11743,104.0
11803,60.0
11965,162.0
12103,138.0
12263,160.0
12343,80.0
12403,60.0
12407,4.0
12507,100.0
12568,61.0
12690,122.0
12749,59.0
